Label,Aquaintance,Friend,Study,Support,Politics,OldFriend,Grade,LeftRight,Group,Migration Culture,Migration Economy
yc4,"['k3y', 'om3', 'hjk', '99v', '467', '6t0']","['k3y', 'om3', 'hjk', '99v']","['k3y', 'om3', 'hjk', '99v']","['k3y', 'om3', 'hjk', '99v']","['k3y', 'om3', 'hjk', '99v']",[],"[('k3y', 3.0), ('om3', 2.3), ('hjk', 1.7), ('99v', 2.7), ('467', 2.3), ('6t0', 2.3)]","[('k3y', 2.0), ('om3', 3.0), ('hjk', 2.0), ('99v', 1.0)]","[('k3y', 1.0), ('om3', 1.0), ('hjk', 1.0), ('99v', 1.0)]","[('k3y', 2.0), ('om3', 2.0), ('hjk', 2.0), ('99v', 2.0), ('467', 2.0), ('6t0', 2.0)]","[('k3y', 7.0), ('om3', 7.0), ('hjk', 7.0), ('99v', 7.0), ('467', 7.0), ('6t0', 7.0)]"
1n8,['wu1'],['wu1'],[],[],[],[],"[('wu1', 2.7)]","[('wu1', 0.0)]","[('wu1', 1.0)]","[('wu1', 0.0)]","[('wu1', 0.0)]"
7a9,"['i49', 'n3q', 'obm']","['i49', 'n3q', 'obm']",[],['n3q'],"['i49', 'n3q']",['n3q'],"[('i49', 3.3), ('n3q', 2.7), ('obm', 3.7)]","[('i49', 4.0), ('n3q', 7.0), ('obm', 5.0)]","[('i49', 1.0), ('n3q', 1.0), ('obm', 1.0)]","[('i49', 2.0), ('n3q', 2.0), ('obm', 2.0)]","[('i49', 6.0), ('n3q', 6.0), ('obm', 6.0)]"
r9o,"['ctx', '5ci', 'n64']","['ctx', '5ci', 'n64']",['n64'],"['ctx', '5ci', 'n64']",[],['ctx'],"[('ctx', 3.7), ('5ci', 3.7), ('n64', 2.0)]","[('5ci', 5.0)]","[('ctx', 1.0), ('5ci', 1.0), ('n64', 2.0)]","[('ctx', 2.0), ('5ci', 1.0), ('n64', 7.0)]","[('ctx', 2.0), ('5ci', 1.0), ('n64', 7.0)]"
1zx,"['685', '5sz', 'bty', '4w0', 'klf', '26o', 'ej8', 'ayq', 'yyj']","['685', '5sz', 'bty', '4w0', '26o', 'ej8', 'ayq', 'yyj']","['bty', '4w0']",[],[],[],"[('685', 3.7), ('5sz', 3.0), ('bty', 3.3), ('4w0', 2.0), ('klf', 3.7), ('26o', 3.7), ('ej8', 3.3), ('ayq', 3.7), ('yyj', 3.7)]","[('685', 3.0), ('5sz', 5.0), ('bty', 4.0), ('4w0', 6.0), ('klf', 4.0), ('26o', 4.0), ('ej8', 3.0), ('ayq', 2.0), ('yyj', 2.0)]","[('685', 1.0), ('5sz', 2.0), ('bty', 2.0), ('4w0', 2.0), ('klf', 2.0), ('26o', 2.0), ('ej8', 2.0), ('ayq', 2.0), ('yyj', 2.0)]","[('685', 2.0), ('5sz', 2.0), ('bty', 2.0), ('4w0', 2.0), ('klf', 2.0), ('26o', 2.0), ('ej8', 2.0), ('ayq', 2.0), ('yyj', 2.0)]","[('685', 6.0), ('5sz', 6.0), ('bty', 6.0), ('4w0', 6.0), ('klf', 6.0), ('26o', 6.0), ('ej8', 6.0), ('ayq', 6.0), ('yyj', 6.0)]"
vug,"['hyf', 'upq', '6z8', 'nre', 'n64', '20r', 'm80']","['hyf', 'upq', '6z8', 'nre', 'n64', '20r', 'm80']",[],[],[],[],"[('hyf', 2.3), ('upq', 2.3), ('6z8', 2.3), ('nre', 2.3), ('n64', 2.3), ('20r', 4.0), ('m80', 3.0)]","[('hyf', 3.0), ('upq', 3.0), ('6z8', 3.0), ('nre', 3.0), ('n64', 3.0), ('20r', 5.0), ('m80', 5.0)]","[('hyf', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('n64', 1.0), ('20r', 2.0), ('m80', 2.0)]","[('hyf', 1.0), ('upq', 1.0), ('6z8', 1.0), ('nre', 1.0), ('n64', 1.0), ('20r', 2.0), ('m80', 2.0)]","[('hyf', 6.0), ('upq', 6.0), ('6z8', 6.0), ('nre', 6.0), ('n64', 6.0), ('20r', 4.0), ('m80', 4.0)]"
j0g,['yws'],['yws'],[],[],[],[],"[('yws', 1.7)]","[('yws', 3.0)]","[('yws', 1.0)]","[('yws', 4.0)]","[('yws', 6.0)]"
mjb,"['qoh', 'i8x', '15f', '1ds', 'afp', '843', 'zrm', 'cx9']","['qoh', '15f', '1ds', 'afp', '843', 'zrm', 'cx9']",['zrm'],"['qoh', '1ds', '843', 'zrm', 'cx9']","['zrm', 'cx9']",[],"[('qoh', 2.0), ('i8x', 2.0), ('15f', 2.3), ('1ds', 2.3), ('afp', 2.7), ('843', 2.7), ('zrm', 2.3), ('cx9', 3.0)]","[('qoh', 6.0), ('i8x', 5.0), ('15f', 4.0), ('1ds', 4.0), ('afp', 3.0), ('843', 4.0), ('zrm', 3.0), ('cx9', 3.0)]","[('qoh', 1.0), ('i8x', 3.0), ('15f', 1.0), ('1ds', 1.0), ('afp', 2.0), ('843', 2.0), ('zrm', 2.0), ('cx9', 2.0)]","[('qoh', 4.0), ('i8x', 3.0), ('1ds', 2.0), ('afp', 1.0), ('843', 3.0), ('zrm', 1.0), ('cx9', 1.0)]","[('qoh', 5.0), ('i8x', 5.0), ('15f', 5.0), ('1ds', 6.0), ('afp', 7.0), ('843', 6.0), ('zrm', 7.0), ('cx9', 7.0)]"
e30,"['gpm', '39j', 'yo0', 'pkl', 'oae']","['gpm', '39j', 'yo0', 'pkl', 'oae']","['gpm', '39j', 'yo0', 'pkl', 'oae']","['gpm', '39j', 'yo0', 'pkl', 'oae']","['39j', 'yo0', 'pkl', 'oae']",[],"[('gpm', 2.0), ('39j', 2.7), ('yo0', 2.7), ('pkl', 2.0), ('oae', 3.0)]","[('gpm', 2.0), ('39j', 2.0), ('yo0', 5.0), ('pkl', 2.0), ('oae', 2.0)]","[('gpm', 1.0), ('39j', 1.0), ('yo0', 1.0), ('pkl', 1.0), ('oae', 1.0)]","[('gpm', 1.0), ('39j', 1.0), ('yo0', 2.0), ('pkl', 1.0), ('oae', 1.0)]","[('gpm', 7.0), ('39j', 7.0), ('yo0', 7.0), ('pkl', 7.0), ('oae', 7.0)]"
hjk,"['om3', '99v', 'yc4', 'k3y']","['om3', '99v', 'yc4', 'k3y']","['om3', '99v']","['om3', '99v', 'yc4', 'k3y']","['om3', '99v', 'yc4', 'k3y']",['om3'],"[('om3', 1.7), ('99v', 2.0), ('yc4', 2.7), ('k3y', 3.0)]","[('om3', 3.0), ('99v', 2.0), ('yc4', 4.0), ('k3y', 2.0)]","[('om3', 1.0)]","[('om3', 1.0), ('99v', 1.0), ('yc4', 1.0), ('k3y', 1.0)]","[('om3', 6.0), ('99v', 6.0), ('yc4', 6.0), ('k3y', 6.0)]"
hcw,[],[],[],[],[],[],[],[],[],[],[]
bty,"['685', '4w0', '1zx', '26o', 'klf', '5sz', 'ayq', 'ej8', 'yyj']","['685', '4w0', '1zx', '26o', 'klf', '5sz', 'ayq', 'ej8', 'yyj']","['4w0', '1zx']","['4w0', '1zx', '26o']","['4w0', '1zx', '5sz', 'ej8']",[],"[('685', 3.7), ('4w0', 2.0), ('1zx', 2.0), ('26o', 3.3), ('klf', 3.3), ('5sz', 3.3), ('ayq', 3.3), ('ej8', 3.3), ('yyj', 3.3)]","[('685', 4.0), ('4w0', 5.0), ('1zx', 5.0), ('26o', 5.0), ('klf', 5.0), ('5sz', 5.0), ('ayq', 5.0), ('ej8', 5.0), ('yyj', 5.0)]","[('685', 1.0), ('4w0', 2.0), ('1zx', 2.0), ('26o', 2.0), ('klf', 2.0), ('5sz', 2.0), ('ayq', 2.0), ('ej8', 2.0), ('yyj', 2.0)]","[('685', 2.0), ('4w0', 2.0), ('1zx', 2.0), ('26o', 2.0), ('klf', 2.0), ('5sz', 2.0), ('ayq', 2.0), ('ej8', 2.0), ('yyj', 2.0)]","[('685', 6.0), ('4w0', 6.0), ('1zx', 6.0), ('26o', 6.0), ('klf', 6.0), ('5sz', 6.0), ('ayq', 6.0), ('ej8', 6.0), ('yyj', 6.0)]"
t6m,['zvr'],['zvr'],['zvr'],['zvr'],['zvr'],[],"[('zvr', 2.0)]","[('zvr', 3.0)]","[('zvr', 1.0)]","[('zvr', 3.0)]","[('zvr', 6.0)]"
vhs,['6hy'],['6hy'],[],[],[],[],"[('6hy', 3.3)]","[('6hy', 4.0)]","[('6hy', 1.0)]","[('6hy', 1.0)]","[('6hy', 5.0)]"
6hy,"['ier', 'is2', 'vhs']",[],"['ier', 'is2', 'vhs']",[],[],[],"[('ier', 2.3), ('is2', 3.0), ('vhs', 1.7)]","[('ier', 3.0), ('is2', 3.0), ('vhs', 3.0)]","[('ier', 1.0), ('is2', 1.0), ('vhs', 2.0)]","[('ier', 1.0), ('is2', 1.0), ('vhs', 1.0)]","[('ier', 6.0), ('is2', 6.0), ('vhs', 6.0)]"
843,"['afp', 'un5', '8wd']","['afp', 'un5']","['afp', 'un5']",['un5'],"['afp', 'un5']",[],"[('afp', 1.3), ('un5', 1.7), ('8wd', 2.3)]","[('afp', 3.0), ('un5', 2.0), ('8wd', 3.0)]","[('afp', 1.0), ('un5', 1.0), ('8wd', 2.0)]","[('afp', 1.0), ('un5', 1.0), ('8wd', 1.0)]","[('afp', 6.0), ('un5', 6.0), ('8wd', 6.0)]"
1ds,"['g8f', 'zrm', '1k3', 'pgw', 'qoh', 'mjb', '8bz', '15f']","['g8f', 'zrm', '1k3', 'pgw', 'qoh', 'mjb', '8bz', '15f']",[],[],[],[],"[('g8f', 2.3), ('zrm', 2.7), ('1k3', 2.0), ('pgw', 2.7), ('qoh', 3.3), ('mjb', 2.7), ('15f', 2.3)]","[('g8f', 3.0), ('zrm', 4.0), ('1k3', 5.0), ('pgw', 3.0), ('qoh', 4.0), ('mjb', 4.0), ('8bz', 4.0), ('15f', 4.0)]","[('g8f', 1.0), ('zrm', 1.0), ('1k3', 1.0), ('pgw', 1.0), ('qoh', 1.0), ('mjb', 1.0), ('8bz', 1.0), ('15f', 1.0)]","[('g8f', 4.0), ('zrm', 4.0), ('1k3', 4.0), ('pgw', 4.0), ('qoh', 4.0), ('mjb', 4.0), ('8bz', 4.0), ('15f', 4.0)]","[('g8f', 6.0), ('1k3', 5.0), ('pgw', 6.0), ('qoh', 6.0), ('mjb', 5.0), ('8bz', 6.0), ('15f', 6.0)]"
99v,"['yc4', 'om3', 'hjk', 'k3y']","['yc4', 'om3', 'hjk', 'k3y']",[],"['yc4', 'om3', 'hjk', 'k3y']","['yc4', 'om3', 'hjk', 'k3y']","['yc4', 'om3', 'hjk', 'k3y']","[('yc4', 2.0), ('om3', 2.0), ('hjk', 1.7), ('k3y', 2.3)]","[('yc4', 3.0), ('om3', 2.0), ('hjk', 2.0), ('k3y', 2.0)]","[('yc4', 1.0), ('om3', 1.0), ('hjk', 1.0), ('k3y', 1.0)]","[('yc4', 1.0), ('om3', 1.0), ('hjk', 1.0), ('k3y', 1.0)]","[('yc4', 7.0), ('om3', 7.0), ('hjk', 7.0), ('k3y', 7.0)]"
7mf,"['6t0', '199', 'yws', 'j0g', 'rji', '3rt', 'cp4']","['6t0', '199', 'yws', 'j0g', 'rji', '3rt', 'cp4']",[],[],"['6t0', '3rt']",['3rt'],"[('6t0', 2.3), ('199', 2.7), ('yws', 2.3), ('j0g', 2.0), ('rji', 2.0), ('3rt', 1.7), ('cp4', 1.3)]","[('6t0', 5.0), ('199', 4.0), ('yws', 4.0), ('j0g', 4.0), ('rji', 5.0), ('3rt', 3.0), ('cp4', 4.0)]","[('6t0', 1.0), ('199', 1.0), ('yws', 1.0), ('j0g', 1.0), ('rji', 2.0), ('3rt', 3.0), ('cp4', 4.0)]","[('6t0', 3.0), ('199', 3.0), ('yws', 3.0), ('j0g', 3.0), ('rji', 3.0), ('3rt', 2.0), ('cp4', 2.0)]","[('6t0', 5.0), ('199', 6.0), ('yws', 6.0), ('j0g', 6.0), ('rji', 6.0), ('3rt', 6.0), ('cp4', 6.0)]"
e6v,"['6vf', 'pgw', '1k3']","['6vf', 'pgw', '1k3']",[],['6vf'],[],[],"[('6vf', 2.0), ('pgw', 2.3), ('1k3', 1.7)]","[('6vf', 7.0), ('pgw', 5.0), ('1k3', 5.0)]","[('6vf', 1.0), ('pgw', 2.0), ('1k3', 2.0)]","[('6vf', 1.0), ('pgw', 2.0), ('1k3', 2.0)]","[('6vf', 7.0), ('pgw', 6.0), ('1k3', 7.0)]"
obm,"['n3q', '00v', '7a9']",[],"['n3q', '00v', '7a9']",[],[],[],"[('n3q', 2.7), ('00v', 2.0), ('7a9', 3.0)]","[('n3q', 7.0), ('00v', 3.0), ('7a9', 4.0)]","[('n3q', 1.0), ('00v', 1.0), ('7a9', 1.0)]","[('n3q', 5.0), ('00v', 3.0), ('7a9', 3.0)]","[('n3q', 3.0), ('00v', 5.0), ('7a9', 6.0)]"
zrm,"['1k3', 'pgw', '8mx', 'r3x', '9sx', 'g8f', 'hxt', '1ds', 'qoh']","['1k3', 'pgw', '8mx', 'r3x', '9sx', 'g8f', 'hxt', '1ds', 'qoh']",[],[],[],[],"[('1k3', 3.0), ('pgw', 1.7), ('8mx', 3.0), ('r3x', 2.7), ('9sx', 3.3), ('g8f', 2.7), ('hxt', 2.3), ('1ds', 5.0), ('qoh', 2.7)]","[('1k3', 5.0), ('pgw', 5.0), ('8mx', 5.0), ('r3x', 5.0), ('9sx', 5.0), ('g8f', 5.0), ('hxt', 5.0), ('1ds', 11.0), ('qoh', 5.0)]","[('1k3', 1.0), ('pgw', 1.0), ('8mx', 1.0), ('r3x', 1.0), ('9sx', 1.0), ('g8f', 1.0), ('hxt', 1.0), ('1ds', 1.0), ('qoh', 1.0)]","[('1k3', 4.0), ('pgw', 4.0), ('8mx', 3.0), ('r3x', 4.0), ('9sx', 6.0), ('g8f', 2.0), ('hxt', 4.0), ('1ds', 7.0), ('qoh', 4.0)]","[('1k3', 6.0), ('pgw', 4.0), ('r3x', 5.0), ('9sx', 4.0), ('g8f', 4.0), ('hxt', 3.0), ('1ds', 1.0), ('qoh', 4.0)]"
2g7,[],[],[],[],[],[],[],[],[],[],[]
1ru,[],[],[],[],[],[],[],[],[],[],[]
vpi,"['poi', 'ras', 'ljz', 'go4', 'fsu']","['poi', 'ras', 'ljz', 'go4', 'fsu']","['poi', 'ras', 'ljz', 'go4']","['poi', 'ras', 'ljz', 'go4']","['poi', 'ras', 'ljz', 'go4']",[],"[('poi', 2.0), ('ras', 2.0), ('ljz', 2.0), ('go4', 2.0), ('fsu', 2.0)]","[('poi', 4.0), ('ras', 4.0), ('ljz', 3.0), ('go4', 4.0), ('fsu', 4.0)]","[('poi', 1.0), ('ras', 1.0), ('ljz', 1.0), ('go4', 1.0), ('fsu', 1.0)]","[('poi', 3.0), ('ras', 3.0), ('ljz', 3.0), ('go4', 3.0), ('fsu', 3.0)]","[('poi', 4.0), ('ras', 4.0), ('ljz', 4.0), ('go4', 4.0), ('fsu', 4.0)]"
pkl,"['39j', 'e30', 'yo0', 'gpm', 'zme', 'oae']","['39j', 'e30', 'yo0', 'gpm', 'zme', 'oae']",['39j'],"['39j', 'zme']",[],[],"[('39j', 2.3), ('e30', 3.0), ('yo0', 2.7), ('gpm', 1.3), ('zme', 3.0), ('oae', 3.0)]","[('39j', 4.0), ('e30', 5.0), ('yo0', 7.0), ('gpm', 4.0), ('zme', 5.0), ('oae', 5.0)]","[('39j', 1.0), ('e30', 1.0), ('yo0', 1.0), ('gpm', 1.0), ('zme', 1.0), ('oae', 1.0)]","[('39j', 1.0), ('e30', 3.0), ('yo0', 3.0), ('gpm', 2.0), ('zme', 3.0), ('oae', 3.0)]","[('39j', 5.0), ('e30', 4.0), ('yo0', 4.0), ('gpm', 5.0), ('zme', 4.0), ('oae', 4.0)]"
wto,['2g7'],['2g7'],[],['2g7'],[],[],"[('2g7', 2.0)]","[('2g7', 3.0)]","[('2g7', 1.0)]","[('2g7', 1.0)]","[('2g7', 6.0)]"
gh9,"['dn0', 'j0g']","['dn0', 'j0g']",[],[],[],[],"[('dn0', 3.7), ('j0g', 1.3)]","[('dn0', 5.0), ('j0g', 4.0)]","[('dn0', 1.0), ('j0g', 2.0)]","[('dn0', 3.0), ('j0g', 1.0)]","[('dn0', 5.0), ('j0g', 6.0)]"
vrj,"['rji', 'poi', 'cx9', 'nre', 'n64', '98q']","['rji', 'poi', 'nre', 'n64', '98q']",[],['cx9'],[],['cx9'],"[('rji', 1.3), ('poi', 1.3), ('cx9', 1.3), ('nre', 1.3), ('n64', 1.3), ('98q', 1.3)]","[('rji', 5.0), ('poi', 5.0), ('cx9', 5.0), ('nre', 5.0), ('n64', 5.0), ('98q', 5.0)]","[('rji', 1.0), ('poi', 1.0), ('cx9', 1.0), ('nre', 1.0), ('n64', 1.0), ('98q', 1.0)]","[('rji', 4.0), ('poi', 4.0), ('cx9', 4.0), ('nre', 4.0), ('n64', 4.0), ('98q', 4.0)]","[('rji', 4.0), ('poi', 4.0), ('cx9', 4.0), ('nre', 4.0), ('n64', 4.0), ('98q', 4.0)]"
g8f,"['1ds', 'zrm', 'mjb', 'qoh', '1k3', 'pgw', '8bz', '15f']","['1ds', 'zrm', 'mjb', 'qoh', '1k3', 'pgw', '8bz', '15f']",[],[],[],[],"[('1ds', 2.7), ('zrm', 2.0), ('mjb', 2.3), ('qoh', 3.0), ('1k3', 1.7), ('pgw', 2.3), ('8bz', 3.7), ('15f', 1.7)]","[('1ds', 3.0), ('zrm', 5.0), ('mjb', 4.0), ('qoh', 6.0), ('pgw', 6.0), ('8bz', 5.0), ('15f', 6.0)]","[('1ds', 1.0), ('zrm', 1.0), ('mjb', 1.0), ('qoh', 1.0), ('1k3', 1.0), ('pgw', 1.0), ('8bz', 1.0), ('15f', 1.0)]","[('1ds', 1.0), ('zrm', 1.0), ('mjb', 1.0), ('qoh', 1.0), ('1k3', 1.0), ('pgw', 1.0), ('8bz', 1.0), ('15f', 1.0)]","[('1ds', 6.0), ('zrm', 6.0), ('mjb', 6.0), ('qoh', 5.0), ('1k3', 5.0), ('pgw', 6.0), ('8bz', 6.0), ('15f', 6.0)]"
6vf,"['e6v', '98q', 'vrj']","['e6v', '98q', 'vrj']",['e6v'],[],[],[],"[('e6v', 1.7), ('98q', 1.7), ('vrj', 3.3)]","[('e6v', 6.0), ('98q', 3.0), ('vrj', 6.0)]","[('e6v', 1.0), ('98q', 2.0), ('vrj', 2.0)]","[('e6v', 4.0), ('98q', 2.0), ('vrj', 3.0)]","[('e6v', 5.0), ('98q', 5.0), ('vrj', 5.0)]"
msn,"['8fi', 'iqk', 'ol7', 'hxt', 'qlq']","['8fi', 'iqk', 'ol7', 'hxt', 'qlq']",[],[],[],[],"[('8fi', 2.0), ('iqk', 2.0), ('ol7', 2.0), ('hxt', 2.0), ('qlq', 2.0)]","[('8fi', 4.0), ('iqk', 4.0), ('ol7', 4.0), ('hxt', 4.0), ('qlq', 4.0)]","[('8fi', 1.0), ('iqk', 1.0), ('ol7', 1.0), ('hxt', 1.0), ('qlq', 1.0)]","[('8fi', 1.0), ('iqk', 1.0), ('ol7', 1.0), ('hxt', 1.0), ('qlq', 1.0)]","[('8fi', 6.0), ('iqk', 6.0), ('ol7', 6.0), ('hxt', 6.0), ('qlq', 6.0)]"
ren,['6qi'],['6qi'],['6qi'],['6qi'],['6qi'],[],"[('6qi', 2.0)]","[('6qi', 4.0)]","[('6qi', 1.0)]","[('6qi', 3.0)]","[('6qi', 6.0)]"
fph,['8mx'],['8mx'],[],[],[],[],"[('8mx', 2.0)]","[('8mx', 1.0)]",[],"[('8mx', 1.0)]","[('8mx', 7.0)]"
70l,"['f1r', 's44']",[],['f1r'],['s44'],['s44'],[],"[('f1r', 2.3), ('s44', 3.0)]","[('f1r', 0.0), ('s44', 6.0)]","[('f1r', 1.0), ('s44', 1.0)]","[('f1r', 3.0), ('s44', 3.0)]","[('f1r', 0.0), ('s44', 0.0)]"
uqn,"['9jr', 'r3x', '8lm', '3dg', 'joy', 'qlq']","['9jr', '8lm', '3dg', 'joy']","['9jr', '3dg']",['3dg'],"['9jr', 'r3x', '3dg', 'joy', 'qlq']",[],"[('9jr', 3.0), ('r3x', 3.0), ('8lm', 3.3), ('3dg', 3.0), ('joy', 3.3), ('qlq', 2.7)]","[('9jr', 4.0), ('r3x', 3.0), ('8lm', 4.0), ('3dg', 5.0), ('joy', 2.0), ('qlq', 2.0)]","[('9jr', 1.0), ('r3x', 2.0), ('8lm', 1.0), ('3dg', 1.0), ('joy', 3.0), ('qlq', 4.0)]","[('9jr', 2.0), ('r3x', 2.0), ('8lm', 3.0), ('joy', 1.0), ('qlq', 2.0)]","[('9jr', 4.0), ('r3x', 4.0), ('8lm', 4.0), ('3dg', 4.0), ('joy', 4.0), ('qlq', 4.0)]"
f1r,"['70l', 's44']",['70l'],[],['s44'],[],[],"[('70l', 2.7), ('s44', 3.3)]","[('70l', 9.0), ('s44', 3.0)]","[('70l', 1.0), ('s44', 1.0)]","[('70l', 5.0), ('s44', 2.0)]","[('70l', 1.0), ('s44', 5.0)]"
dzv,['osf'],[],[],[],['osf'],[],"[('osf', 2.7)]","[('osf', 5.0)]","[('osf', 1.0)]","[('osf', 2.0)]","[('osf', 5.0)]"
e42,"['vhs', '0fo', 'wom', 'yyj', 'wv9', 'cav', 'n4r', 'zfv']","['vhs', '0fo', 'cav', 'n4r']","['n4r', 'zfv']","['n4r', 'zfv']","['wom', 'yyj', 'wv9']",[],"[('vhs', 1.7), ('0fo', 3.3), ('wom', 2.0), ('yyj', 2.7), ('wv9', 3.0), ('cav', 2.0), ('n4r', 2.0), ('zfv', 1.3)]","[('vhs', 5.0), ('0fo', 6.0), ('wom', 8.0), ('yyj', 6.0), ('wv9', 5.0), ('cav', 5.0), ('n4r', 7.0), ('zfv', 6.0)]","[('vhs', 1.0), ('0fo', 2.0), ('wom', 2.0), ('yyj', 2.0), ('wv9', 2.0), ('cav', 2.0), ('n4r', 3.0), ('zfv', 3.0)]","[('vhs', 1.0), ('0fo', 1.0), ('wom', 3.0), ('yyj', 1.0), ('wv9', 1.0), ('cav', 1.0), ('n4r', 1.0), ('zfv', 1.0)]",[]
5sz,"['1zx', 'bty', '4w0', 'klf', '685']","['1zx', 'bty', '4w0', 'klf', '685']",[],[],[],[],"[('1zx', 2.7), ('bty', 3.0), ('4w0', 2.3), ('klf', 3.0), ('685', 3.3)]","[('1zx', 6.0), ('bty', 6.0), ('4w0', 5.0), ('klf', 5.0), ('685', 4.0)]","[('1zx', 1.0), ('bty', 1.0), ('4w0', 1.0), ('klf', 1.0), ('685', 1.0)]","[('1zx', 3.0), ('bty', 3.0), ('4w0', 4.0), ('klf', 3.0), ('685', 3.0)]","[('1zx', 5.0), ('bty', 5.0), ('4w0', 6.0), ('klf', 5.0), ('685', 6.0)]"
wu1,['1n8'],['1n8'],[],[],[],[],"[('1n8', 3.0)]","[('1n8', 4.0)]","[('1n8', 1.0)]","[('1n8', 2.0)]","[('1n8', 5.0)]"
zfv,"['n4r', 'e42']","['n4r', 'e42']",[],"['n4r', 'e42']",[],[],"[('n4r', 1.7), ('e42', 1.7)]","[('n4r', 4.0), ('e42', 4.0)]","[('n4r', 1.0), ('e42', 1.0)]","[('n4r', 2.0), ('e42', 2.0)]","[('n4r', 6.0), ('e42', 6.0)]"
s44,"['f1r', '70l']","['f1r', '70l']",[],[],[],[],"[('f1r', 2.0), ('70l', 3.0)]","[('f1r', 5.0), ('70l', 3.0)]","[('f1r', 1.0), ('70l', 1.0)]","[('f1r', 2.0), ('70l', 2.0)]","[('f1r', 6.0), ('70l', 6.0)]"
bf1,[],[],[],[],[],[],[],[],[],[],[]
pgw,"['1k3', 'qoh', 'mjb', '2hp', '8bz', 'g8f', 'zrm']","['1k3', 'qoh', 'mjb', '2hp', '8bz', 'g8f', 'zrm']",[],[],[],[],"[('1k3', 1.7), ('qoh', 2.0), ('mjb', 2.0), ('2hp', 2.7), ('8bz', 1.7), ('g8f', 2.0), ('zrm', 2.7)]","[('1k3', 4.0), ('qoh', 4.0), ('mjb', 4.0), ('2hp', 3.0), ('8bz', 3.0), ('g8f', 4.0), ('zrm', 4.0)]","[('1k3', 1.0), ('qoh', 1.0), ('mjb', 1.0), ('8bz', 1.0), ('g8f', 1.0), ('zrm', 1.0)]","[('1k3', 2.0), ('qoh', 2.0), ('mjb', 2.0), ('2hp', 2.0), ('8bz', 2.0), ('g8f', 2.0), ('zrm', 2.0)]","[('1k3', 6.0), ('qoh', 6.0), ('mjb', 6.0), ('2hp', 6.0), ('8bz', 6.0), ('g8f', 6.0), ('zrm', 6.0)]"
snv,[],[],[],[],[],[],[],[],[],[],[]
om3,"['yc4', 'hjk', 'k3y', '99v', 'ats']","['yc4', 'hjk', 'k3y', '99v', 'ats']",[],"['yc4', 'hjk', 'k3y', '99v', 'ats']","['yc4', 'hjk', 'k3y', '99v', 'ats']",['hjk'],"[('yc4', 2.0), ('hjk', 2.0), ('k3y', 2.0), ('99v', 1.7), ('ats', 2.0)]","[('yc4', 3.0), ('hjk', 3.0), ('k3y', 2.0), ('99v', 2.0), ('ats', 4.0)]","[('yc4', 1.0), ('hjk', 1.0), ('k3y', 1.0), ('99v', 1.0), ('ats', 2.0)]","[('yc4', 1.0), ('hjk', 1.0), ('k3y', 1.0), ('99v', 1.0), ('ats', 1.0)]","[('yc4', 7.0), ('hjk', 7.0), ('k3y', 7.0), ('99v', 7.0), ('ats', 7.0)]"
44p,"['7w1', 'r3x', '1cb', 'wto', 'qdi']","['7w1', 'r3x', '1cb']","['r3x', '1cb', 'qdi']","['7w1', 'r3x', '1cb']","['7w1', 'r3x', '1cb', 'qdi']",[],"[('7w1', 3.3), ('r3x', 1.7), ('1cb', 1.7), ('wto', 2.7), ('qdi', 1.7)]","[('7w1', 1.0), ('r3x', 2.0), ('1cb', 2.0), ('wto', 3.0), ('qdi', 4.0)]","[('7w1', 1.0), ('r3x', 1.0), ('1cb', 1.0), ('wto', 1.0), ('qdi', 1.0)]","[('7w1', 2.0), ('r3x', 3.0), ('1cb', 3.0), ('wto', 6.0), ('qdi', 6.0)]","[('7w1', 7.0), ('r3x', 7.0), ('1cb', 7.0), ('wto', 5.0), ('qdi', 3.0)]"
x27,[],[],[],[],[],[],[],[],[],[],[]
ol7,"['msn', '8fi', 'qlq', 'iqk']","['msn', '8fi']","['msn', '8fi']",[],"['msn', '8fi', 'qlq', 'iqk']",[],"[('msn', 1.3), ('8fi', 1.3), ('qlq', 0), ('iqk', 0)]","[('msn', 4.0), ('8fi', 4.0), ('iqk', 4.0)]","[('msn', 1.0), ('8fi', 1.0), ('qlq', 1.0), ('iqk', 1.0)]","[('msn', 2.0), ('8fi', 2.0), ('qlq', 2.0), ('iqk', 2.0)]","[('msn', 6.0), ('8fi', 6.0), ('qlq', 0.0), ('iqk', 0.0)]"
4og,"['fle', 'erw', '2wb', 'f7n', 'poi']","['fle', 'erw', '2wb', 'f7n', 'poi']","['fle', 'erw', '2wb', 'f7n']","['fle', 'erw', '2wb', 'f7n']","['fle', 'erw', '2wb', 'f7n']",[],"[('fle', 2.0), ('erw', 2.0), ('2wb', 2.0), ('f7n', 2.0), ('poi', 1.3)]","[('fle', 2.0), ('erw', 2.0), ('2wb', 2.0), ('f7n', 2.0), ('poi', 2.0)]","[('fle', 1.0), ('erw', 1.0), ('2wb', 1.0), ('f7n', 1.0), ('poi', 2.0)]","[('fle', 2.0), ('erw', 2.0), ('2wb', 2.0), ('f7n', 2.0), ('poi', 0.0)]","[('fle', 6.0), ('erw', 6.0), ('2wb', 6.0), ('f7n', 6.0), ('poi', 0.0)]"
z3j,[],[],[],[],[],[],[],[],[],[],[]
